name,final,coryat,right,wrong,uid
Adam,10000,5900,17,5,90
Michelle,9100,4100,16,2,90
Aaron,9400,13200,18,3,91
Laurie,19000,9600,12,3,91
Dan,17999,11400,19,4,91
John,12200,5900,16,3,92
Doug,10000,9900,24,2,92
Roger,8100,4100,15,4,92
Richard,12400,3200,15,3,93
Dave,13083,9700,23,3,93
Roger,1200,4500,14,2,93
Laurie,1,6200,12,3,94
Eric,11500,13600,20,4,94
Larry,-1300,7200,17,5,94
Eric,1,14000,21,5,95
Doug,2599,12400,20,3,95
Maura,6200,6200,10,2,95
Maura,3600,3600,12,2,96
Kerry,7300,14200,20,4,96
Michael,399,13200,18,4,96
Kerry,21000,19400,23,1,97
David,8400,8600,17,4,97
Mia,-400,-400,6,3,97
Kerry,27300,22800,26,2,98
Chris,14500,12200,20,2,98
Inez,8200,7200,10,2,98
Kerry,26100,18800,21,1,99
Harry,6000,11600,15,1,99
Val,12000,11000,18,5,99
Kerry,8700,15200,20,0,100
Alli,100,10000,9,2,100
Nick,3900,11600,21,4,100
Doug,-300,700,19,10,101
Michael,0,4400,14,2,101
Eugene,12100,7100,14,0,101
Kerry,18800,12000,17,2,102
Ruchi,4800,8400,14,4,102
Joshua,24001,18800,23,3,102
Joshua,15000,12600,21,2,103
Rick,4500,3200,7,3,103
Jennie,1300,5200,10,3,103
Joshua,0,17400,25,1,104
Jonathan,1799,16400,16,0,104
Alex,6800,13000,12,1,104
John,-300,500,10,6,105
Bob,8500,5100,22,7,105
Eric,34,1100,13,9,105
Alex,0,3600,5,2,106
Leslie,100,14000,18,1,106
Tim,24000,23600,26,2,106
Tim,22000,16000,23,4,107
Kevin,16800,10400,15,2,107
Patricia,1,7000,11,2,107
Tim,0,11800,17,1,108
Bud,23700,19400,25,1,108
Suzanne,1000,3400,6,5,108
Bud,14100,11600,15,1,109
Tom,7900,12600,17,3,109
Barrett,3800,6000,12,5,109
Bud,18799,9400,20,4,110
Rosann,14400,11800,14,2,110
Scott,14400,8400,15,5,110
Bud,18399,9200,15,3,111
Ali,10199,14200,15,1,111
Steve,18400,12800,19,5,111
Dave,7600,4600,16,2,112
Eugene,6800,6400,15,4,112
Bob,3800,5900,17,6,112
Steve,12007,10200,16,6,113
Jonathan,11999,8000,15,2,113
Jen,19103,11000,17,1,113
Jen,10903,8400,13,2,114
Ted,13399,10800,13,1,114
Matt,7900,13800,21,2,114
Steve,11500,5900,18,1,116
Nancy,12600,5200,16,1,116
Gardner,12600,6300,13,0,116
Ted,17000,13200,18,3,117
Tom,150,11800,18,8,117
Katie,100,2400,6,3,117
Ted,5999,19000,24,3,118
Bob,26001,15400,17,2,118
Leila,3000,8000,11,0,118
Mike,11100,11100,24,4,119
Beverly,5500,5000,14,0,119
Shane,500,9500,22,1,119
Michael,21600,22400,24,1,120
Vanamali,5800,6200,13,4,120
Jimmy,8300,10400,19,4,120
Brian,0,3100,10,3,121
Rachael,9200,9700,23,1,121
Kurt,9100,8400,22,2,121
Ruvani,22998,17000,25,4,122
Steve,26000,17800,22,2,122
Kerri,7200,6000,10,5,122
Caitlin,13100,14000,20,4,123
Allan,2800,7200,16,6,123
Whitney,7100,9200,9,0,123
Jerome,700,6900,18,2,125
Leszek,4000,9500,20,0,125
Bruce,0,7400,18,3,125
Rich,3399,4600,15,3,126
Eric,2199,8200,21,4,126
Bruce,0,4700,14,1,126
Peter,18000,14000,25,3,127
Chloé,7000,4400,13,4,127
Orlando,8000,6800,14,7,127
Frank,30600,11100,31,3,128
Barbara,850,500,4,3,128
Murdock,5000,6200,14,3,128
Amy,-1200,-1200,9,5,129
Wes,14900,19200,26,3,129
Anne,12399,15600,17,2,129
Steve,3200,14000,22,3,130
Anne,20000,14800,19,3,130
Orlando,0,12200,13,2,130
Leslie,7000,10300,27,4,131
Jim,0,1800,8,5,131
Scott,6000,2200,12,7,131
Robert,1600,3800,12,5,132
Joann,11599,5800,15,2,132
Andy,14400,11900,31,1,132
Michael,28401,18000,27,4,133
Peter,0,11200,19,4,133
Caitlin,-5000,-5000,3,4,133
John,1799,6300,14,0,134
Richard,10700,6700,21,3,134
Robert,11000,5500,16,2,134
Ruvani,12698,11000,16,3,135
Wes,25201,15200,23,5,135
Jimmy,23001,12600,15,1,135
Bob,11100,12400,28,4,136
David,1,5300,20,4,136
Pat,-800,-800,3,4,136
David,4900,4900,16,1,137
Regina,10200,7000,20,5,137
Brad,10201,7800,16,2,137
Brad,14000,13700,34,2,138
Annette,6300,7400,14,1,138
Mike,0,1200,8,2,138
Michael,19400,14400,21,4,139
Wes,10000,15800,19,1,139
Anne,9000,13000,16,3,139
Brad,10601,9500,27,2,140
Ann,1300,3000,10,2,140
Eric,699,4600,15,3,140
Leslie,0,14000,22,6,142
Michael,10600,8600,14,2,142
Eric,19801,15000,15,0,142
Elizabeth,7500,7200,17,2,143
Tom,-1000,4600,19,9,143
Jerod,6400,3400,12,2,143
Michael,31601,16800,19,1,144
Rachael,20600,17200,25,2,144
John,800,400,5,4,144
Brad,15200,12200,24,1,145
Tracey,6600,3300,15,2,145
Ron,6601,4100,14,3,145
Melissa,1200,3000,7,2,146
Babu,8700,15200,21,0,146
Arthur,8800,18200,22,4,146
Brad,5100,11700,35,3,147
Jim,2400,3800,12,4,147
Laurence,101,1100,5,3,147
Leslie,10000,12100,34,6,148
Roy,5000,3000,13,4,148
Steve,78,2300,9,2,148
David,12800,12800,16,3,149
Alan,12000,10600,21,4,149
Janet,6000,6800,9,1,149
Tom,10700,10700,20,0,150
Mark,99,5100,22,6,150
Doug,3200,3700,15,7,150
Frank,12600,7600,10,2,151
Bob,24400,12000,15,4,151
Tom,15201,11800,19,1,151
Robert,0,4700,20,3,152
Frank,16200,11100,24,1,152
Lionel,101,6400,14,3,152
David,10799,16600,27,4,153
Vinita,10800,13400,15,2,153
Steve,0,5400,8,4,153
Frank,600,5400,18,1,154
Tom,13600,6800,13,1,154
Leslie,100,7800,23,6,154
Bev,11709,12600,14,0,155
Sahir,11500,20600,24,2,155
Michael,0,1400,12,6,155
Gary,900,8000,19,1,157
Kathryn,3100,4700,14,3,157
David,13200,6600,21,4,157
Brian,0,4200,9,4,158
Jeremy,0,9800,18,4,158
Dan,19601,17200,22,4,158
Bruce,13801,10300,22,0,159
Kate,10400,3400,17,5,159
Richard,13800,6700,17,3,159
Roy,500,8000,23,7,160
Barbara-Anne,399,7800,19,3,160
Stephen,0,3000,9,1,160
Kermin,1599,15200,18,1,161
Mark,25600,12200,20,5,161
Lance,10400,14400,17,1,161
Michael,22500,19400,23,3,162
Sandra,10000,8200,17,5,162
Jack,0,9600,13,0,162
Bernard,-3000,0,5,4,163
Billy,-600,-600,12,7,163
Jeff,23300,12800,16,2,163
Steven,10800,8200,24,5,164
Michael,13801,5600,15,4,164
Peggy,13800,6900,18,1,164
Lisa,4600,4300,15,3,165
Steve,2900,5500,22,5,165
Michael,0,3800,12,5,165
John,19000,18200,22,4,166
Tom,0,11600,14,2,166
Carolyn,0,9200,14,4,166
Bruce,6500,9700,20,2,167
Sandra,8600,9100,28,4,167
Michael,1,2900,8,1,167
Tad,31300,17200,24,3,168
Leszek,17201,11200,17,1,168
Al,3201,10600,12,3,168
Leah,8000,4000,16,2,169
Mark,8800,6400,17,3,169
Ron,7000,9300,23,2,169
Bruce,16700,4800,13,3,170
Peggy,4799,10500,22,1,170
Roy,2300,3300,18,4,170
Michael,1599,3000,10,6,171
Kate,1200,5300,21,4,171
Mark,4400,3700,16,6,171
Jim,14400,8200,10,1,172
Jerome,27601,22600,25,1,172
Michelle,21501,13800,19,1,172
Greg,8400,7600,17,2,173
Lois,7500,3600,11,3,173
Frank,5000,2500,16,7,173
Greg,0,9500,24,3,174
Lynne,0,4600,11,1,174
Paul,0,1100,10,7,174
Lee,0,8200,12,5,175
Jennifer,0,5000,9,0,175
Fred,34000,25400,29,0,175
Diane,-1200,800,8,6,176
Bruce,19201,16600,20,4,176
Kevin,19200,8800,17,3,176
Gunther,2500,6600,16,2,177
Nancy,8390,5700,17,3,177
Michael,-1300,-1300,7,5,177
Richard,0,5700,12,1,178
Steven,7600,7800,22,1,178
Sandra,16001,9600,21,0,178
Nancy,100,3200,8,1,179
Larry,3000,7500,19,2,179
Denise,200,7000,23,5,179
Larry,9000,4500,15,4,180
Lorrie,13400,11200,28,3,180
Howard,200,3300,7,0,180
Bruce,12800,6400,14,1,181
Sandra,13000,7800,24,2,181
Mark,5000,7800,16,1,181
Ed,17400,14200,16,3,183
Andrew,10399,16400,24,3,183
Paul,1600,-200,10,5,183
Patrick,599,9000,23,2,184
Dan,12800,8400,23,2,184
Brian,8,4600,9,3,184
John,0,6200,10,2,185
Keith,13600,21000,26,5,185
Grace,26200,11800,17,1,185
Rick,3500,3500,12,2,186
Ron,15800,5300,11,0,186
Michael,15800,15700,34,1,186
Ron,13400,6500,18,3,187
Michael,13401,8300,28,5,187
Ann,0,1200,7,4,187
Lindsay,2609,6200,16,3,188
Christian,2542,1300,8,3,188
Michael,8800,6500,22,5,188
John,100,7000,9,2,189
Ryan,8224,18000,23,3,189
Barbara-Anne,0,17400,21,4,189
Bob,11000,6000,15,1,190
Mike,12900,8700,27,3,190
Michael,8200,4100,15,4,190
Michelle,2200,2700,8,2,191
Jane,7300,6300,14,2,191
Chris,12601,9000,24,1,191
Chris,16700,9500,23,1,192
Mike,3995,2000,13,3,192
Susan,2999,11700,24,2,192
Mark,21250,16600,20,4,193
Elaine,11800,7800,15,2,193
Chris,15700,10600,16,4,193
Chris,11801,8300,18,2,194
Dave,10900,6900,17,1,194
Tami,0,5300,18,3,194
Chris,12601,7400,22,3,196
Stephanie,1100,6100,15,2,196
John,1000,1100,9,5,196
David,5500,9100,24,4,197
Ryan,10103,7600,19,1,197
Isaac,6100,3600,12,3,197
Erik,32600,19600,21,1,198
Mark,1,3800,5,1,198
Michael,35201,24000,30,1,198
Chris,9598,9700,24,3,199
Jake,3200,2200,9,0,199
Sharon,4450,3000,12,2,199
Jay,4400,2200,6,3,200
Pam,32201,28200,32,1,200
Michael,30601,14600,19,2,200
Christopher,9401,5700,17,2,201
Rebecca,0,3500,10,2,201
John,6100,4900,23,5,201
David,19500,9800,13,1,202
Andrew,10600,11600,19,6,202
Steve,38700,19400,24,2,202
Christopher,14001,13900,27,0,203
Amy,9000,7000,18,1,203
Norm,4800,4100,13,2,203
Glen,13400,6500,19,1,204
Cori,200,4500,13,3,204
Doug,15900,9800,22,2,204
Christopher,0,6200,16,2,205
Kathy,1900,3900,11,3,205
Jeff,3199,6200,20,3,205
Keith,10000,5800,14,0,206
Eddie,14400,6500,21,3,206
Becky,5000,3600,13,2,206
Chris,21799,24400,29,5,207
Mike,5,7600,14,4,207
Dennis,6000,6000,12,1,207
Matt,0,4000,9,2,208
Leah,46800,19200,19,1,208
Doug,2400,23200,29,1,208
Merle,3000,3300,12,1,209
Christopher,17199,13000,30,2,209
Suzanne,2399,1200,7,4,209
Eric,23500,10800,27,2,210
Steve,23000,7100,15,1,210
Janice,6000,4100,12,2,210
Eric,0,7500,23,6,211
Jennifer,3300,5300,17,4,211
BobCat,6600,4000,16,7,211
BobCat,22001,10800,23,0,212
Andrew,22000,7800,20,2,212
Billy,2000,1200,9,2,212
BobCat,4199,6200,22,3,213
Merle,10600,6200,14,3,213
Paul,1,5100,15,1,213
Jeff,599,8700,20,2,214
Boze,16400,7900,17,2,214
Carol,600,4100,15,4,214
Boze,6900,3600,10,2,215
Paul,9800,5100,20,4,215
Bridget,10201,8000,18,0,215
Bridget,6700,8000,20,1,216
Bill,11510,5800,16,2,216
Rob,2800,3500,13,4,216
Bill,14999,7400,18,1,217
Maryanne,16600,10200,22,0,217
David,15800,5800,16,3,217
Maryanne,16800,9900,20,1,218
Michael,19600,7600,23,4,218
Barbara,9400,4700,13,2,218
Jonathan,24001,14600,22,5,219
Eddie,19200,9200,18,6,219
Jean,4000,12000,14,0,219
Joyce,199,3700,15,6,220
Steve,5995,3000,11,4,220
Grace,10500,10200,25,1,220
John Z,0,2800,12,5,221
Dan,20000,9600,13,1,221
Brian,32000,24600,29,4,221
Michael,20200,13700,27,1,222
Per Gunnar,22000,9000,20,0,222
Boris,0,2400,11,1,222
Jerry,7401,9200,14,4,224
Ken,37201,19600,27,3,224
Julia,14801,14800,16,0,224
Robert,28801,17200,24,2,225
Bill,6000,2600,9,2,225
Russ,12299,11600,15,1,225
Paul,650,6700,16,0,226
Lori,1,7700,20,1,226
Christian,1000,5500,15,2,226
Lynne,19600,9800,14,2,227
John,0,9600,15,3,227
Shane,20400,19000,22,5,227
Michael,6600,3300,16,3,228
Bradley,15000,13000,31,1,228
Rokshana,6600,3300,7,0,228
Bradley,12800,6900,22,5,229
Ken,1100,4900,14,4,229
Kim,3999,7000,13,1,229
Pat,20000,10700,35,5,230
Jenny,1200,2200,5,1,230
Paul,200,2700,9,3,230
Bradley,13000,6500,16,2,231
Lisa,7999,3800,12,1,231
Pat,13001,11800,28,4,231
Pat,12400,11400,32,2,232
Steve,300,200,6,3,232
Denise,2400,2400,6,2,232
Michael,24801,21200,29,1,233
Jeff,24800,10200,14,4,233
Jamie,4400,2200,5,1,233
Lynne,20600,10400,24,0,234
Mark,2000,4500,12,1,234
Harry,100,8400,18,0,234
Brad,4401,10400,11,4,235
Steve,20801,21000,23,3,235
Phoebe,400,10400,16,0,235
Pat,11001,12200,31,2,236
Nathan,0,0,5,4,236
Diane,2,5500,13,2,236
Tom,13999,9800,18,9,237
Eugene,15600,15600,17,1,237
Chacko,6799,3400,14,6,237
Bruce,1,9400,8,1,238
John,11500,22400,26,1,238
Bob,10200,15400,22,2,238
Michael,11800,8600,22,5,239
Dave,10599,5300,13,1,239
Pamela,1,5300,16,1,239
Shawn,12800,10100,23,2,240
Cathi,0,5100,14,2,240
Fred,12800,6400,19,2,240
Shawn,0,7700,17,0,241
Fred,15700,7800,21,3,241
Courtney,15598,6600,15,0,241
Fraser,0,4600,22,8,242
India,16000,16200,16,0,242
Bill,100,5600,11,4,242
Bernie,3966,16600,15,0,243
Pat,7800,9200,17,4,243
Kyle,14999,16200,21,3,243
Fred,9000,10300,21,2,244
Brian,600,4600,18,5,244
Betsy,5500,3900,8,1,244
Amy,18800,9400,11,1,245
Craig,21599,17200,18,1,245
Rick,23201,15600,23,2,245
Dane,0,1900,7,1,246
Chuck,18000,14000,32,1,246
Hilary,0,3700,12,0,246
Fred,18000,10100,21,1,247
Tom,11000,8900,21,2,247
Gina,1,900,6,2,247
Tom,6799,17200,25,1,248
Graham,100,8600,11,4,248
Bruce,21600,14200,14,0,248
Fred,5500,10000,33,3,249
Karen,-2400,-400,3,5,249
Scott,50,5100,14,2,249
Bob,13600,17200,23,2,250
Matt,35601,17800,22,1,250
Kurt,5500,2200,5,2,250
Chuck,14500,10500,24,0,251
Ayofemi,3000,3900,16,8,251
Mike,-600,1200,11,5,251
Michael,13201,7100,20,2,252
Brien,13200,6500,16,3,252
Cindy,11600,5800,16,1,252
Dan,16800,7200,20,1,253
Atish,16800,8100,21,3,253
Janet,3800,3800,11,2,253
Dan,14900,6800,23,5,254
Atish,1199,8100,23,3,254
Karen,6903,3900,10,1,254
Paul,10400,5400,12,2,255
April,22801,16800,22,4,255
Larry,5400,11400,16,0,255
Dan,7100,9900,23,2,256
Beth,6200,3200,11,2,256
Wayne,2,6500,18,4,256
Dan,24000,16800,34,1,257
Barbara,100,1300,7,1,257
Hap,2700,3800,15,3,257
Lan,26850,21000,24,1,258
Andrew,2000,13400,16,1,258
Dave,0,6000,9,1,258
Dave,17599,22600,29,3,259
Mark,2799,2400,6,4,259
Paul,22802,14000,17,0,259
Lara,11200,11200,20,4,260
Michael,9109,9200,15,3,260
Bill,6799,17600,18,3,260
Kim,3200,7300,22,1,261
Victoria,1600,1600,8,2,261
Paul,14401,9400,19,3,261
Josh,25600,12800,20,2,262
Trevor,15600,7200,11,2,262
Phil,25601,22400,21,4,262
Scott,21300,10800,26,0,263
Kimberly,6400,5800,19,5,263
Franco,0,6200,14,2,263
Frank,15000,10500,23,2,264
Dan,0,3300,8,0,264
Bill,1,6200,21,4,264
Frank,18399,11600,26,1,265
Jan,9500,5000,14,1,265
David,1199,6400,16,3,265
Steven,299,12200,19,5,266
Scott,7100,11600,17,3,266
David,6500,13200,19,3,266
Ben,0,9400,10,1,267
Steve,21201,13800,25,4,267
Roy,1200,10600,18,4,267
Kyle,3601,3600,7,2,268
Rick,9600,6800,15,3,268
Dan,37600,29000,33,0,268
Wes,7399,8800,23,3,269
Ellen,9600,4100,10,1,269
Arthur,9601,5800,21,6,269
Charles,0,5900,17,2,270
Ted,2600,6300,13,0,270
Robin,15000,12300,27,2,270
Steve,21601,18200,21,5,271
Scott,21500,10800,16,4,271
India,13200,6600,12,2,271
Bruce,8400,8400,12,0,272
Bob,2200,15000,20,2,272
Michael,22801,15000,18,3,272
Michael,10500,5600,14,5,273
Tom,1405,9400,14,2,273
Fred,9103,9600,19,4,273
Aaron,9500,7300,21,2,274
Henry,4199,8900,24,4,274
Cecile,700,3700,12,1,274
Lois,13400,12000,28,0,275
Monica,0,5100,13,0,275
Barbara,11000,5300,15,3,275
Michael,6200,13600,34,2,276
Abby,300,2000,8,2,276
Don,50,-700,7,5,276
Jesse,10000,4900,16,3,277
Louis,10401,8600,23,1,277
Margaret,9200,5200,12,6,277
Michael,10200,6900,20,5,278
Andy,0,3500,11,4,278
Elena,2800,2900,12,3,278
Steve,1999,12600,18,1,279
Eric,5,11000,17,6,279
Shane,7600,11200,17,1,279
Kim,8200,4100,11,2,280
Fred,10000,7300,24,3,280
Lyn,15001,10700,20,5,280
Mark,100,12400,19,6,281
Vinita,2873,3200,4,0,281
Brian,25200,27200,30,2,281
Leah,15999,12800,15,0,282
Sean,18000,10200,16,6,282
Jerome,30000,21000,26,0,282
Paul,2,1800,11,7,283
Claudia,7500,7400,19,4,283
Josh,14,7200,24,4,283
Robert,22400,11200,17,2,284
Eugene,0,10000,9,0,284
Michael,16999,22000,29,3,284
Jerome,17001,11300,27,2,285
Robert,17000,8500,18,1,285
Leonard,0,4500,13,3,285
Dan,8100,8300,23,6,286
Peter,10599,4800,12,2,286
Craig,2300,5600,19,2,286
Robin,9599,9400,14,2,287
Matt,9601,9000,14,4,287
Steve,7199,12400,23,9,287
Ryan,3905,10000,16,1,288
Chris,22045,12600,19,5,288
David,6000,12000,18,7,288
Mark,21200,10600,13,2,289
Lan,21250,19800,25,5,289
Jeff,3200,3600,11,3,289
David,17100,10100,26,4,290
Matt,5999,7900,17,3,290
Jim,400,200,11,4,290
John,0,5200,11,4,291
Brad,18200,31600,36,2,291
Bruce,14000,7000,8,0,291
Fred,1400,5900,13,0,292
Dan,11801,12500,29,2,292
Claudia,9000,4100,14,2,292
Grace,23500,16600,18,2,293
Michael,2000,2000,5,1,293
Brian,400,24400,29,0,293
Chuck,15000,11200,28,0,294
Claudia,6100,3100,9,1,294
René,2800,3400,9,4,294
Chuck,12500,10000,24,2,295
MaryLou,6700,3500,15,3,295
Bob,7100,3600,9,0,295
Doug,0,5300,14,3,296
Bob,2,2500,6,1,296
Brad,18000,15000,36,2,296
Chuck,12800,10400,28,1,297
Susan,1,6800,17,1,297
Linda,400,1400,6,1,297
Eric,12400,9400,10,2,298
Pam,18699,10200,19,4,298
Arthur,5,9000,21,5,298
