"game","show","date"
1710,3464,1999-09-30
1711,3465,1999-10-01
1712,3466,1999-10-04
1713,3467,1999-10-05
1714,3468,1999-10-06
1715,5166,2007-02-12
1716,5167,2007-02-13
1717,5168,2007-02-14
1718,4041,2002-03-11
1719,4042,2002-03-12
1720,4043,2002-03-13
1721,4044,2002-03-14
1722,4045,2002-03-15
1723,4046,2002-03-18
1724,4047,2002-03-19
1725,4048,2002-03-20
1726,4049,2002-03-21
1727,4050,2002-03-22
1728,4051,2002-03-25
1729,4052,2002-03-26
1730,4053,2002-03-27
1731,4054,2002-03-28
1732,4055,2002-03-29
1733,4056,2002-04-01
1734,4057,2002-04-02
1735,4058,2002-04-03
1736,4059,2002-04-04
1737,4060,2002-04-05
1738,4061,2002-04-08
1739,4062,2002-04-09
1740,4063,2002-04-10
1741,4064,2002-04-11
1742,4065,2002-04-12
1743,4066,2002-04-15
1744,4067,2002-04-16
1745,4068,2002-04-17
1746,4069,2002-04-18
1747,4070,2002-04-19
1748,4071,2002-04-22
1749,4072,2002-04-23
1750,4073,2002-04-24
1751,4074,2002-04-25
1752,4075,2002-04-26
1753,4076,2002-04-29
1754,5169,2007-02-15
1756,571,1987-02-16
1757,5171,2007-02-19
1758,5172,2007-02-20
1759,5173,2007-02-21
1760,5174,2007-02-22
1761,5175,2007-02-23
1762,5176,2007-02-26
1763,5177,2007-02-27
1764,5178,2007-02-28
1765,5179,2007-03-01
1766,5180,2007-03-02
1767,5181,2007-03-05
1768,5182,2007-03-06
1769,5183,2007-03-07
1770,5184,2007-03-08
1771,5185,2007-03-09
1772,5186,2007-03-12
1773,5187,2007-03-13
1774,5188,2007-03-14
1775,5189,2007-03-15
1776,5190,2007-03-16
1777,1872,1992-10-27
1778,3790,2001-02-09
1779,5191,2007-03-19
1780,5192,2007-03-20
1781,5193,2007-03-21
1782,5195,2007-03-23
1783,5194,2007-03-22
1784,5196,2007-03-26
1785,5197,2007-03-27
1786,5198,2007-03-28
1787,5199,2007-03-29
1788,5200,2007-03-30
1789,3676,2000-09-04
1790,3677,2000-09-05
1791,5201,2007-04-02
1792,5202,2007-04-03
1793,5203,2007-04-04
1794,5204,2007-04-05
1795,5205,2007-04-06
1796,5206,2007-04-09
1797,5207,2007-04-10
1798,5208,2007-04-11
1799,5209,2007-04-12
1800,5210,2007-04-13
1801,5211,2007-04-16
1802,5212,2007-04-17
1803,5213,2007-04-18
1804,5214,2007-04-19
1805,5215,2007-04-20
1806,3678,2000-09-06
1807,3679,2000-09-07
1808,3680,2000-09-08
1809,3681,2000-09-11
1810,5216,2007-04-23
1811,5217,2007-04-24
1812,3682,2000-09-12
1813,5218,2007-04-25
1814,5219,2007-04-26
1815,3683,2000-09-13
1816,3684,2000-09-14
1817,5220,2007-04-27
1818,3685,2000-09-15
1819,3615,2000-04-28
1820,3616,2000-05-01
1821,3617,2000-05-02
1822,3618,2000-05-03
1823,3619,2000-05-04
1824,3620,2000-05-05
1825,3686,2000-09-18
1826,3687,2000-09-19
1827,3688,2000-09-20
1828,5221,2007-04-30
1829,5222,2007-05-01
1830,3689,2000-09-21
1831,3690,2000-09-22
1832,5223,2007-05-02
1833,3691,2000-09-25
1834,3692,2000-09-26
1835,5224,2007-05-03
1836,3693,2000-09-27
1837,3694,2000-09-28
1838,5225,2007-05-04
1839,3695,2000-09-29
1840,3701,2000-10-09
1841,3702,2000-10-10
1842,5226,2007-05-07
1843,3704,2000-10-12
1844,5227,2007-05-08
1845,3705,2000-10-13
1846,5228,2007-05-09
1847,3706,2000-10-16
1848,3707,2000-10-17
1849,3708,2000-10-18
1850,5229,2007-05-10
1852,3709,2000-10-19
1853,3710,2000-10-20
1854,3711,2000-10-23
1855,3712,2000-10-24
1856,5231,2007-05-14
1857,3713,2000-10-25
1858,5232,2007-05-15
1859,3714,2000-10-26
1860,5233,2007-05-16
1861,3715,2000-10-27
1862,3671,2000-07-17
1863,3672,2000-07-18
1864,5234,2007-05-17
1865,5235,2007-05-18
1866,3721,2000-11-06
1867,3722,2000-11-07
1868,5236,2007-05-21
1869,5237,2007-05-22
1870,5238,2007-05-23
1871,5239,2007-05-24
1872,5240,2007-05-25
1873,3733,2000-11-22
1874,5241,2007-05-28
1875,5242,2007-05-29
1876,3734,2000-11-23
1877,3735,2000-11-24
1878,5243,2007-05-30
1879,5244,2007-05-31
1880,5245,2007-06-01
1881,3050,1997-11-28
1882,3051,1997-12-01
1883,5246,2007-06-04
1884,5247,2007-06-05
1885,3052,1997-12-02
1886,5248,2007-06-06
1887,3053,1997-12-03
1888,3054,1997-12-04
1889,3055,1997-12-05
1890,3056,1997-12-08
1891,3057,1997-12-09
1892,3058,1997-12-10
1893,3059,1997-12-11
1894,5250,2007-06-08
1895,5249,2007-06-07
1896,2207,1994-03-22
1897,5251,2007-06-11
1898,5252,2007-06-12
1899,3077,1998-01-06
1900,3078,1998-01-07
1901,3079,1998-01-08
1902,5253,2007-06-13
1903,5254,2007-06-14
1904,3080,1998-01-09
1905,5255,2007-06-15
1906,3081,1998-01-12
1907,3082,1998-01-13
1908,3083,1998-01-14
1909,5256,2007-06-18
1910,3084,1998-01-15
1911,5257,2007-06-19
1912,3085,1998-01-16
1913,3086,1998-01-19
1914,3087,1998-01-20
1915,5258,2007-06-20
1916,3088,1998-01-21
1917,3089,1998-01-22
1918,3091,1998-01-26
1919,3092,1998-01-27
1920,3093,1998-01-28
1921,5260,2007-06-22
1922,5259,2007-06-21
1923,5261,2007-06-25
1924,5262,2007-06-26
1925,3198,1998-06-24
1926,5263,2007-06-27
1927,3191,1998-06-15
1928,3192,1998-06-16
1929,5264,2007-06-28
1930,3193,1998-06-17
1931,5265,2007-06-29
1932,3194,1998-06-18
1933,2,1990-06-23
1934,3196,1998-06-22
1935,3197,1998-06-23
1936,6,1990-07-21
1937,3426,1999-06-28
1938,5266,2007-07-02
1939,5267,2007-07-03
1940,9,1990-08-11
1941,3183,1998-06-03
1942,3184,1998-06-04
1943,3186,1998-06-08
1944,3187,1998-06-09
1945,3188,1998-06-10
1946,3189,1998-06-11
1947,5269,2007-07-05
1948,5268,2007-07-04
1949,5270,2007-07-06
1950,5271,2007-07-09
1951,5272,2007-07-10
1952,3199,1998-06-25
1953,3200,1998-06-26
1954,3201,1998-06-29
1955,3202,1998-06-30
1956,3204,1998-07-02
1957,3205,1998-07-03
1958,3206,1998-07-06
1959,3207,1998-07-07
1960,3208,1998-07-08
1961,3209,1998-07-09
1962,3210,1998-07-10
1963,3211,1998-07-13
1964,3212,1998-07-14
1965,3213,1998-07-15
1966,3214,1998-07-16
1967,5274,2007-07-12
1968,5275,2007-07-13
1969,5273,2007-07-11
1970,10,1990-08-18
1971,5276,2007-07-16
1972,5277,2007-07-17
1973,5278,2007-07-18
1974,3145,1998-04-10
1975,3146,1998-04-13
1976,3147,1998-04-14
1977,3150,1998-04-17
1978,3153,1998-04-22
1979,3154,1998-04-23
1980,3155,1998-04-24
1981,5279,2007-07-19
1982,11,1990-08-25
1983,5280,2007-07-20
1984,5281,2007-07-23
1985,12,1990-09-01
1986,5282,2007-07-24
1987,5283,2007-07-25
1988,5284,2007-07-26
1990,1651,1991-11-04
1991,422,1986-04-22
1992,423,1986-04-23
1993,1652,1991-11-05
1994,3195,1998-06-19
1995,1254,1990-02-01
1996,1653,1991-11-06
1997,1654,1991-11-07
1998,1659,1991-11-14
2000,3526,1999-12-27
2001,3527,1999-12-28
2002,3528,1999-12-29
2003,3529,1999-12-30
2004,3049,1997-11-27
2005,3530,1999-12-31
2006,3531,2000-01-03
2007,3532,2000-01-04
2008,3533,2000-01-05
2009,3534,2000-01-06
2010,3535,2000-01-07
2011,3536,2000-01-10
2012,3537,2000-01-11
2013,2759,1996-09-05
2014,3538,2000-01-12
2015,3811,2001-03-12
2016,3539,2000-01-13
2017,3540,2000-01-14
2018,3541,2000-01-17
2019,3542,2000-01-18
2020,3543,2000-01-19
2021,3544,2000-01-20
2022,3545,2000-01-21
2023,3885,2001-06-22
2024,3546,2000-01-24
2025,3547,2000-01-25
2026,3548,2000-01-26
2027,3549,2000-01-27
2028,3550,2000-01-28
2029,3551,2000-01-31
2030,3552,2000-02-01
2031,3553,2000-02-02
2032,3554,2000-02-03
2033,3555,2000-02-04
2034,3566,2000-02-21
2035,3567,2000-02-22
2036,3568,2000-02-23
2037,4366,2003-09-08
2038,3451,1999-09-13
2039,4365,2003-07-18
2040,3452,1999-09-14
2041,3453,1999-09-15
2042,3454,1999-09-16
2043,3455,1999-09-17
2044,3444,1999-07-22
2045,3445,1999-07-23
2046,3586,2000-03-20
2047,3587,2000-03-21
2048,3588,2000-03-22
2049,3589,2000-03-23
2050,3590,2000-03-24
2051,3591,2000-03-27
2052,2760,1996-09-06
2053,5286,2007-09-10
2054,3592,2000-03-28
2055,5287,2007-09-11
2056,3593,2000-03-29
2057,3594,2000-03-30
2058,3595,2000-03-31
2059,5288,2007-09-12
2060,3596,2000-04-03
2061,5289,2007-09-13
2062,3597,2000-04-04
2063,5290,2007-09-14
2064,3598,2000-04-05
2065,3599,2000-04-06
2066,5291,2007-09-17
2067,5292,2007-09-18
2068,3600,2000-04-07
2069,3601,2000-04-10
2070,5293,2007-09-19
2071,3602,2000-04-11
2072,5294,2007-09-20
2073,3603,2000-04-12
2074,3604,2000-04-13
2075,5295,2007-09-21
2076,3605,2000-04-14
2077,3606,2000-04-17
2078,5296,2007-09-24
2079,3607,2000-04-18
2080,3608,2000-04-19
2081,5297,2007-09-25
2082,3609,2000-04-20
2083,3610,2000-04-21
2084,3611,2000-04-24
2085,5298,2007-09-26
2086,5299,2007-09-27
2087,3612,2000-04-25
2088,3613,2000-04-26
2089,3614,2000-04-27
2090,5300,2007-09-28
2091,3638,2000-05-31
2092,5301,2007-10-01
2093,3639,2000-06-01
2094,5302,2007-10-02
2095,3640,2000-06-02
2096,5303,2007-10-03
2097,3641,2000-06-05
2098,3642,2000-06-06
2099,3643,2000-06-07
2100,5305,2007-10-05
2101,3644,2000-06-08
2102,5304,2007-10-04
2103,3645,2000-06-09
2104,3646,2000-06-12
2105,5306,2007-10-08
2106,3647,2000-06-13
2107,5307,2007-10-09
2108,3648,2000-06-14
2109,5308,2007-10-10
2110,3649,2000-06-15
2111,3650,2000-06-16
2112,3651,2000-06-19
2113,3652,2000-06-20
2114,3653,2000-06-21
2115,3654,2000-06-22
2116,3655,2000-06-23
2117,3656,2000-06-26
2118,3657,2000-06-27
2119,3658,2000-06-28
2120,3659,2000-06-29
2121,3660,2000-06-30
2122,5310,2007-10-12
2123,5309,2007-10-11
2124,5311,2007-10-15
2125,5312,2007-10-16
2126,5313,2007-10-17
2127,5314,2007-10-18
2128,5315,2007-10-19
2129,3556,2000-02-07
2130,5316,2007-10-22
2131,3557,2000-02-08
2132,3558,2000-02-09
2133,3559,2000-02-10
2134,5318,2007-10-24
2135,3560,2000-02-11
2136,3561,2000-02-14
2137,3562,2000-02-15
2138,3563,2000-02-16
2139,3564,2000-02-17
2141,5320,2007-10-26
2142,5317,2007-10-23
2143,5319,2007-10-25
2144,3446,1999-09-06
2145,4344,2003-06-19
2146,5321,2007-10-29
2147,5322,2007-10-30
2148,3483,1999-10-27
2149,3484,1999-10-28
2150,3485,1999-10-29
2151,5323,2007-10-31
2152,5324,2007-11-01
2153,3501,1999-11-22
2154,3502,1999-11-23
2155,3503,1999-11-24
2156,3504,1999-11-25
2157,3505,1999-11-26
2158,5325,2007-11-02
2159,5326,2007-11-05
2160,5328,2007-11-07
2161,3506,1999-11-29
2162,5327,2007-11-06
2163,5329,2007-11-08
2164,3507,1999-11-30
2165,3508,1999-12-01
2166,3509,1999-12-02
2167,3510,1999-12-03
2168,3511,1999-12-06
2169,3512,1999-12-07
2170,5330,2007-11-09
2171,5331,2007-11-12
2173,5333,2007-11-14
2174,5334,2007-11-15
2176,3513,1999-12-08
2177,3514,1999-12-09
2178,3515,1999-12-10
2179,3516,1999-12-13
2180,3517,1999-12-14
2181,3518,1999-12-15
2182,3519,1999-12-16
2183,3520,1999-12-17
2184,3521,1999-12-20
2185,3522,1999-12-21
2186,3523,1999-12-22
2187,3524,1999-12-23
2188,3525,1999-12-24
2189,2776,1996-09-30
2190,2777,1996-10-01
2191,5336,2007-11-19
2192,5337,2007-11-20
2193,5338,2007-11-21
2194,5339,2007-11-22
2195,2778,1996-10-02
2196,2779,1996-10-03
2197,2780,1996-10-04
2198,5340,2007-11-23
2199,5341,2007-11-26
2200,5342,2007-11-27
2201,5343,2007-11-28
2202,5344,2007-11-29
2203,4202,2002-12-03
2204,5345,2007-11-30
2205,367,1986-02-04
2206,2781,1996-10-07
2207,5346,2007-12-03
2208,3736,2000-11-27
2209,3737,2000-11-28
2210,3738,2000-11-29
2211,3739,2000-11-30
2212,3740,2000-12-01
2213,3741,2000-12-04
2214,3742,2000-12-05
2215,3743,2000-12-06
2216,3744,2000-12-07
2217,3745,2000-12-08
2218,3746,2000-12-11
2219,3747,2000-12-12
2220,3748,2000-12-13
2221,3749,2000-12-14
2222,5347,2007-12-04
2223,5348,2007-12-05
2224,5349,2007-12-06
2225,5350,2007-12-07
2226,5351,2007-12-10
2227,5352,2007-12-11
2228,5353,2007-12-12
2229,5354,2007-12-13
2230,5355,2007-12-14
2231,5356,2007-12-17
2232,3750,2000-12-15
2233,3751,2000-12-18
2234,3752,2000-12-19
2235,3753,2000-12-20
2236,3754,2000-12-21
2237,3755,2000-12-22
2238,5357,2007-12-18
2239,5358,2007-12-19
2240,5359,2007-12-20
2241,5360,2007-12-21
2242,5361,2007-12-24
2243,5362,2007-12-25
2244,5364,2007-12-27
2245,3761,2001-01-01
2246,3762,2001-01-02
2247,3763,2001-01-03
2248,3764,2001-01-04
2249,3765,2001-01-05
2250,3766,2001-01-08
2251,3767,2001-01-09
2252,5365,2007-12-28
2253,5363,2007-12-26
2254,3768,2001-01-10
2255,3769,2001-01-11
2256,3770,2001-01-12
2257,3771,2001-01-15
2258,3772,2001-01-16
2259,3773,2001-01-17
2260,3774,2001-01-18
2261,5366,2007-12-31
2262,368,1986-02-05
2263,369,1986-02-06
2264,370,1986-02-07
2265,371,1986-02-10
2266,5367,2008-01-01
2267,5368,2008-01-02
2268,5370,2008-01-04
2269,5369,2008-01-03
2270,5371,2008-01-07
2271,5372,2008-01-08
2272,5373,2008-01-09
2273,5374,2008-01-10
2274,5375,2008-01-11
2275,3775,2001-01-19
2276,3776,2001-01-22
2277,3777,2001-01-23
2278,3778,2001-01-24
2279,3779,2001-01-25
2280,3780,2001-01-26
2281,3781,2001-01-29
2282,3782,2001-01-30
2283,5376,2008-01-14
2284,5377,2008-01-15
2285,5378,2008-01-16
2286,5379,2008-01-17
2287,5380,2008-01-18
2288,5381,2008-01-21
2289,5382,2008-01-22
2290,3723,2000-11-08
2291,3724,2000-11-09
2292,3726,2000-11-13
2293,3727,2000-11-14
2294,3728,2000-11-15
2295,3729,2000-11-16
2296,3730,2000-11-17
2297,3731,2000-11-20
2299,5383,2008-01-23
2300,5384,2008-01-24
2301,5385,2008-01-25
2302,5386,2008-01-28
2303,5387,2008-01-29
2304,5388,2008-01-30
2305,5389,2008-01-31
2306,5390,2008-02-01
2307,3346,1999-03-08
2308,3347,1999-03-09
2309,3348,1999-03-10
2310,3349,1999-03-11
2311,3350,1999-03-12
2312,3351,1999-03-15
2313,3352,1999-03-16
2314,3353,1999-03-17
2315,3354,1999-03-18
2316,3355,1999-03-19
2317,3358,1999-03-24
2318,3359,1999-03-25
2319,3360,1999-03-26
2320,5392,2008-02-05
2321,5391,2008-02-04
2322,5393,2008-02-06
2323,5394,2008-02-07
2324,5395,2008-02-08
2325,5396,2008-02-11
2326,5397,2008-02-12
2327,5398,2008-02-13
2328,3357,1999-03-23
2329,5399,2008-02-14
2330,5400,2008-02-15
2331,3362,1999-03-30
2332,3363,1999-03-31
2333,3364,1999-04-01
2334,3365,1999-04-02
2335,3367,1999-04-06
2336,3368,1999-04-07
2337,3369,1999-04-08
2338,3370,1999-04-09
2339,3372,1999-04-13
2340,3373,1999-04-14
2341,3374,1999-04-15
2342,3375,1999-04-16
2343,5401,2008-02-18
2344,5402,2008-02-19
2345,5403,2008-02-20
2346,5404,2008-02-21
2348,5406,2008-02-25
2349,5407,2008-02-26
2350,3376,1999-04-19
2351,3377,1999-04-20
2352,3378,1999-04-21
2353,3379,1999-04-22
2354,3380,1999-04-23
2355,3381,1999-04-26
2356,3382,1999-04-27
2357,5408,2008-02-27
2358,5409,2008-02-28
2359,5410,2008-02-29
2360,5411,2008-03-03
2361,5412,2008-03-04
2362,5413,2008-03-05
2363,5414,2008-03-06
2364,5415,2008-03-07
2365,5416,2008-03-10
2366,5417,2008-03-11
2367,5418,2008-03-12
2368,5419,2008-03-13
2369,5420,2008-03-14
2370,5421,2008-03-17
2371,5422,2008-03-18
2372,5423,2008-03-19
2373,5424,2008-03-20
2374,5425,2008-03-21
2375,5426,2008-03-24
2376,5427,2008-03-25
2377,5428,2008-03-26
2378,3386,1999-05-03
2379,5429,2008-03-27
2380,3387,1999-05-04
2381,3388,1999-05-05
2382,5430,2008-03-28
2383,3389,1999-05-06
2384,3390,1999-05-07
2385,3391,1999-05-10
2386,3392,1999-05-11
2387,3393,1999-05-12
2388,3394,1999-05-13
2390,5431,2008-03-31
2391,5432,2008-04-01
2392,5433,2008-04-02
2393,5434,2008-04-03
2394,3403,1999-05-26
2395,3404,1999-05-27
2396,3405,1999-05-28
2397,5435,2008-04-04
2398,3406,1999-05-31
2399,3407,1999-06-01
2400,3408,1999-06-02
2401,3409,1999-06-03
2402,3410,1999-06-04
2403,3411,1999-06-07
2404,3412,1999-06-08
2405,3413,1999-06-09
2406,3414,1999-06-10
2407,3415,1999-06-11
2408,3416,1999-06-14
2409,3417,1999-06-15
2410,5436,2008-04-07
2411,5437,2008-04-08
2412,5438,2008-04-09
2413,5439,2008-04-10
2414,5440,2008-04-11
2415,5441,2008-04-14
2416,5442,2008-04-15
2417,5443,2008-04-16
2418,3418,1999-06-16
2419,3419,1999-06-17
2420,3420,1999-06-18
2421,3421,1999-06-21
2422,5444,2008-04-17
2423,3422,1999-06-22
2424,3423,1999-06-23
2425,3424,1999-06-24
2426,3425,1999-06-25
2427,3431,1999-07-05
2428,3432,1999-07-06
2429,3433,1999-07-07
2430,5445,2008-04-18
2431,5446,2008-04-21
2432,3434,1999-07-08
2433,3435,1999-07-09
2434,5447,2008-04-22
2435,3158,1998-04-29
2436,2572,1995-11-07
2437,5448,2008-04-23
2438,5449,2008-04-24
2439,5450,2008-04-25
2440,3436,1999-07-12
2441,3437,1999-07-13
2442,3438,1999-07-14
2443,3439,1999-07-15
2444,3440,1999-07-16
2445,3441,1999-07-19
2446,3442,1999-07-20
2447,3443,1999-07-21
2448,5451,2008-04-28
2449,5452,2008-04-29
2450,5453,2008-04-30
2451,5454,2008-05-01
2452,5455,2008-05-02
2453,5456,2008-05-05
2454,5457,2008-05-06
2455,5458,2008-05-07
2456,3336,1999-02-22
2457,3337,1999-02-23
2458,3338,1999-02-24
2459,3339,1999-02-25
2460,3341,1999-03-01
2461,3342,1999-03-02
2462,3343,1999-03-03
2463,3344,1999-03-04
2465,5459,2008-05-08
2466,5460,2008-05-09
2467,5461,2008-05-12
2468,5462,2008-05-13
2469,5463,2008-05-14
2470,5464,2008-05-15
2472,3486,1999-11-01
2473,3487,1999-11-02
2474,3488,1999-11-03
2475,3489,1999-11-04
2476,3490,1999-11-05
2477,3491,1999-11-08
2478,3492,1999-11-09
2479,3493,1999-11-10
2480,3494,1999-11-11
2482,502,1986-11-11
2483,5466,2008-05-19
2484,5467,2008-05-20
2485,4590,2004-07-16
2486,5468,2008-05-21
2487,5470,2008-05-23
2488,5469,2008-05-22
2489,5471,2008-05-26
2490,3496,1999-11-15
2491,5472,2008-05-27
2492,5473,2008-05-28
2493,3447,1999-09-07
2494,3448,1999-09-08
2495,5474,2008-05-29
2496,3449,1999-09-09
2497,5475,2008-05-30
2498,3450,1999-09-10
2499,3497,1999-11-16
2500,5476,2008-06-02
2501,5477,2008-06-03
2502,3498,1999-11-17
2503,3499,1999-11-18
2504,5478,2008-06-04
2505,3500,1999-11-19
2506,5479,2008-06-05
2507,5480,2008-06-06
2508,5481,2008-06-09
2509,5482,2008-06-10
2510,5483,2008-06-11
2511,5485,2008-06-13
2512,5484,2008-06-12
2513,3042,1997-11-18
2514,5486,2008-06-16
2515,5487,2008-06-17
2516,5488,2008-06-18
2517,5489,2008-06-19
2518,5490,2008-06-20
2519,3156,1998-04-27
2520,3157,1998-04-28
2521,5491,2008-06-23
2522,3159,1998-04-30
2523,3160,1998-05-01
2524,5492,2008-06-24
2525,5493,2008-06-25
2526,5494,2008-06-26
2527,3161,1998-05-04
2528,3162,1998-05-05
2529,3163,1998-05-06
2530,3164,1998-05-07
2531,3165,1998-05-08
2532,3166,1998-05-11
2533,3167,1998-05-12
2534,3168,1998-05-13
2535,3169,1998-05-14
2537,5495,2008-06-27
2538,5496,2008-06-30
2539,5497,2008-07-01
2540,1837,1992-09-08
2541,5498,2008-07-02
2542,5499,2008-07-03
2543,5500,2008-07-04
2544,5501,2008-07-07
2545,2515,1995-07-07
2546,5502,2008-07-08
2547,3041,1997-11-17
2548,5503,2008-07-09
2549,3043,1997-11-19
2550,3044,1997-11-20
2551,3045,1997-11-21
2552,5505,2008-07-11
2553,5504,2008-07-10
2554,2346,1994-11-14
2555,508,1986-11-19
2556,2347,1994-11-15
2557,2348,1994-11-16
2558,2351,1994-11-21
2559,5506,2008-07-14
2560,5507,2008-07-15
2561,5508,2008-07-16
2562,2576,1995-11-13
2563,2577,1995-11-14
2564,2578,1995-11-15
2565,5509,2008-07-17
2566,5510,2008-07-18
2567,2579,1995-11-16
2568,2580,1995-11-17
2569,2581,1995-11-20
2570,2583,1995-11-22
2571,1856,1992-10-05
2572,1851,1992-09-28
2573,5511,2008-07-21
2574,5512,2008-07-22
2575,1634,1991-10-10
2576,5513,2008-07-23
2577,4142,2002-09-10
2578,4143,2002-09-11
2579,5514,2008-07-24
2580,4144,2002-09-12
2581,5515,2008-07-25
2582,4145,2002-09-13
2583,758,1987-12-16
2584,759,1987-12-17
2586,1875,1992-10-30
2587,4151,2002-09-23
2588,4538,2004-05-05
2589,4152,2002-09-24
2590,4539,2004-05-06
2591,4153,2002-09-25
2592,4154,2002-09-26
2593,4155,2002-09-27
2594,4540,2004-05-07
2595,4156,2002-09-30
